,duration_minutes,title,release_year,rating,description,show_id,added_month,added_month_name,added_year
2841,46,Monster High: Fright On!,2011,TV-Y7,"Big changes are afoot at Monster High when administrators announce a merger with two other schools, designed to bring all monsters together.",80020036,1,January,2018
2842,74,"Monster High: Frights, Camera, Action!",2014,TV-Y7,"Draculaura is whisked to Transylvania to be crowned vampire queen, but when she learns she's been duped, the search is on for the true royal heir.",70301472,1,January,2018
2843,46,Monster High: Why Do Ghouls Fall in Love?,2013,TV-Y7,Draculaura's ghoulfriends have some suspicions about one of her two persistent suitors – but can they stop him before he steals her un-beating heart?,70286029,1,January,2018
2844,50,Not Alone,2017,TV-14,An 18-year-old struggling to understand her best friend's suicide talks to teenagers who have grappled with mental illness and suicidal thoughts.,80196138,1,January,2018
2845,114,Now More Than Ever: The History of Chicago,2016,TV-MA,"This rockumentary tells the behind-the-scenes story of the Hall-of-Fame band Chicago, from their jazz-rock fusion roots to chart-topping pop hits.",80138615,1,January,2018
2846,117,Nymphomaniac: Volume 1,2013,NR,A self-diagnosed nymphomaniac reveals a lifetime of sexual experiences to a man who saves her from being beaten in an alley.,70297799,1,January,2018
2847,108,Planetarium,2016,TV-MA,"In pre-World War II France, two sisters purport to be able to communicate with the dead and soon catch the eye of an ambitious filmmaker.",80131236,1,January,2018
2848,97,Residente,2017,TV-MA,The results of a DNA test spur Puerto Rican rap icon Residente to set out on a global voyage in search of his roots and fresh musical inspiration.,80184547,1,January,2018
2849,122,Sanai Choughade,2008,TV-14,"In an effort to honor the family matriarch's dying wish, Urmila and her husband, Shrikant, embark on a quest to find a husband for charismatic yet choosey Sai. But some things are easier said than done.",70116578,1,January,2018
2850,115,Shahanpan Dega Deva,2011,TV-14,"At large in the city, five inmates of a mental asylum run up against the insanity of the outside world while trying to prevent a terrorist plot.",80202908,1,January,2018
2851,104,Super Dark Times,2017,TV-MA,"A tragic accident drives a wedge between two teenage boys, threatening a friendship that had seemed firm and unshakeable.",80184135,1,January,2018
2852,140,The Age of Shadows,2016,TV-MA,"Formerly a Korean resistance fighter, a policeman working for Japan is tasked with tracking down resistance leaders before they acquire explosives.",80139199,1,January,2018
2853,101,The Arbitration,2016,TV-MA,An arbitration panel is formed after a company CEO in Nigeria is sued for wrongful dismissal and rape by an employee with whom he had an affair.,80208830,1,January,2018
2854,99,The Damned Rain,2009,TV-14,"An optimistic farmer is determined to succeed in spite of the lack of rain in his region, and the sinking spirits around him.",80201813,1,January,2018
2855,102,The Rehearsal,2016,TV-MA,A drama student is torn between creative possibility and ethical boundaries when his girlfriend's family gets caught up in a sex scandal.,80155790,1,January,2018
2856,94,The Trigger Effect,1996,R,"When a power failure throws their suburban town into chaos, Matthew and his wife stoop to desperate measures to secure medication for their child.",1065372,1,January,2018
2857,92,The Vault,2017,TV-MA,A bank heist takes an unnerving turn when the three sibling robbers attempt to gain entrance into an subterranean vault with sinister secrets.,80159566,1,January,2018
2858,125,Time Please,2013,TV-14,"Personality differences, an old friend and a past flame poke holes in the way a husband and wife perceive their marriage.",80201815,1,January,2018
2859,82,Treasures from the Wreck of the Unbelievable,2017,TV-G,This cinematic journey into the waters off East Africa chronicles the story behind artist Damien Hirst's massive exhibition of oceanic treasures.,80217857,1,January,2018
2860,151,Yanda Kartavya Aahe,2006,TV-PG,"Thanks to an arranged marriage that was designed to make an ailing grandmother happy, newlyweds Rahul and Swati are virtually strangers. Can a four-day honeymoon make a difference when it comes to the couple's feelings about each other?",70114043,1,January,2018
2861,80,An American in Madras,2013,TV-PG,"Extensive film clips and interviews tell the story of American filmmaker Ellis R. Dungan, who spent 15 years in India and helped define Tamil cinema.",80158376,1,January,2017
2862,97,Autohead,2016,TV-MA,A production crew that thinks it's making a documentary about a humble Mumbai rickshaw driver unmasks a horrifying truth about their film's subject.,80154688,1,January,2017
2863,92,Bee Movie,2007,PG,"Barry, a worker bee stuck in a dead-end job making honey, sues humans when he learns they've been stealing bees' nectar all along.",70060010,1,January,2017
2864,92,Headwinds,2011,TV-14,"After his wife inexplicably disappears, a man takes their two children and relocates to his hometown in an attempt to end their grief and move on.",80011026,1,January,2017
2865,85,Hurricane Bianca,2016,TV-MA,"Fired for being gay, schoolteacher Richard returns in drag as force-of-nature Bianca, gets hired for the same job and plots sweet, scornful revenge.",80117742,1,January,2017
2866,83,Radiopetti,2015,TV-PG,"An elderly, hearing-impaired Indian man stays connected to the world of the past through the beloved valve radio he has owned since childhood.",80147318,1,January,2017
2867,118,Saheb Bibi Golaam,2016,TV-MA,"A charming cabbie, a cop turned assassin and a housewife who’s also a hooker share one thing in common: a bizarre and violent afternoon in Kolkata.",80152741,1,January,2017
2868,84,The Land of the Enlightened,2016,TV-MA,"In the rugged mountains of Afghanistan, armed bands of young boys survive by scavenging for old land mines, mining lapis lazuli and trading in opium.",80097375,1,January,2017
2869,52,The Rat Race,2010,TV-PG,"Examine the troublesome coexistence of humans and rodents in Mumbai, where the byproducts of a big economy have led to a thriving rat population.",80145085,1,January,2017
2870,84,To Be a Miss,2016,TV-14,Explore how the media and nationalism have fueled Venezuela's passion for physical appearance and the multibillion-dollar beauty pageant industry.,80144141,1,January,2017
2871,146,Udta Punjab,2016,TV-MA,"Drug abuse and the darker side of Punjab rear their heads in the intense, interwoven tales of a cop, a doctor, a migrant worker and a rock star.",80118002,1,January,2017
2872,110,How to Change the World,2015,NR,"In the 1970s, a group of activists who gathered to protest nuclear testing formed the iconic Greenpeace environmental organization.",80036832,1,January,2016
2873,24,"Power Rangers Samurai: Christmas Together, Friends Forever (Christmas Special)",2011,TV-Y7-FV,"On Christmas Eve, as the teens at Shiba House reflect on their first year together, they get an unexpected lesson on the true spirit of the holidays.",70221570,1,January,2016
2874,46,Power Rangers Samurai: Clash of the Red Rangers,2011,TV-Y7-FV,The Samurai Rangers team up with the RPM Ranger Red to fight off Master Xandred's Mooger army and a robotic villain from the RPM Ranger's dimension.,70221571,1,January,2016
2875,24,Power Rangers Samurai: Party Monsters (Halloween Special),2011,TV-Y7-FV,"On Halloween night, the creepiest creatures from the Netherworld trade war stories about their battles with the Samurai Power Rangers.",70221569,1,January,2016
2876,55,Power Rangers Super Megaforce: The Legendary Battle (Extended),2014,TV-Y7,"New footage augments the tale of the Rangers, who give their all to save Earth from Vrak and Emperor Mavro, as the Armada stages an epic final attack.",80092837,1,January,2016
2877,24,Power Rangers Super Samurai: Stuck on Christmas,2012,TV-Y7-FV,The Samurai Rangers get stuck in the Megazord's cockpit on Christmas Eve when it breaks down. Can the Rangers get out in time for Christmas?,70242898,1,January,2016
2878,23,Power Rangers Super Samurai: Trickster Treat,2012,TV-Y7-FV,"When a Nighlok invades the Samurai Rangers' dreams and turns them into nightmares, the Rangers must figure out what is reality and what is illusion.",70242897,1,January,2016
2879,24,Power Rangers: Megaforce: Raising Spirits,2013,TV-Y7-FV,"On Halloween, the scariest night of the year, the Rangers have a strange encounter with a mysterious medium who conjures ""visions"" of monsters past.",70242900,1,January,2016
2880,24,Power Rangers: Megaforce: The Robo Knight Before Christmas,2013,TV-Y7-FV,Robo Knight learns the meaning of Christmas from a group of children when he is mistaken for a donated Christmas toy and is shipped to a foreign land.,70242899,1,January,2016
2881,81,To and From New York,2006,NR,"While covering a story in New York City, a Seattle-based reporter uncovers a link between two missing women that changes her article entirely.",70053412,1,January,2008
2882,111,God Bless the Broken Road,2018,PG,"After a young mother is widowed by war, her faith is tested as she struggles to stay afloat financially and raise her daughter.",80131616,2,February,2019
2883,96,Seeing Allred,2018,TV-14,"Explore the public and private sides of feminist firebrand attorney Gloria Allred, who's battled some of the biggest names in politics and business.",80174367,2,February,2018
2884,95,The Ritual,2018,TV-MA,"Four friends with a long-standing – but strained – connection take a hiking trip into the Swedish wilderness, from which they may never return.",80217312,2,February,2018
2885,24,The Trader (Sovdagari),2018,TV-PG,"A traveling trader provides a window into rural life in the Republic of Georgia, where potatoes are currency and ambition is crushed by poverty.",80209006,2,February,2018
2886,97,When We First Met,2018,TV-14,"Using a magical photo booth that sends him back in time, Noah relives the night he met Avery over and over, trying to persuade her to fall for him.",80117531,2,February,2018
2887,93,Don't Knock Twice,2016,R,A recovering addict becomes her estranged daughter's only hope after the teen awakens a terrifying child-stealing witch from an urban legend.,80153131,2,February,2019
2888,91,High Flying Bird,2019,TV-MA,"When an NBA lockout sidelines his big rookie client, an agent hatches a bold plan to save their careers – and disrupt the league's power structure.",80991400,2,February,2019
2889,118,Incredibles 2 (Spanish Version),2018,PG,"When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting.",81059388,2,February,2019
2890,63,Kevin Hart's Guide to Black History,2019,TV-PG,Kevin Hart highlights the fascinating contributions of black history’s unsung heroes in this entertaining – and educational – comedy special.,80231156,2,February,2019
